sample	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Solaet3_v2.0	H2@DN2837_c0_g4_i4.p1	1	1149	0	0	0	0	0	0
Solaet3_v2.0	H2@DN3063_c0_g1_i3.p1	1	531	0	0	0	0	0	0
Solaet3_v2.0	H2@DN37135_c0_g1_i2.p1	1	675	0	0	0	0	0	0
Solaet3_v2.0	H2@DN40234_c0_g1_i2.p2	1	642	0	0	0	0	0	0
Solaet3_v2.0	H2@DN40234_c0_g1_i2.p1	1	702	0	0	0	0	0	0
Solaet3_v2.0	H2@DN44785_c0_g1_i1.p1	1	603	0	0	0	0	0	0
Solaet3_v2.0	H2@DN4520_c0_g1_i9.p1	1	735	0	0	0	0	0	0
Solaet3_v2.0	H2@DN4809_c0_g1_i2.p1	1	573	0	0	0	0	0	0
Solaet3_v2.0	H2@DN49968_c0_g1_i1.p1	1	837	0	0	0	0	0	0
Solaet3_v2.0	H2@DN5823_c0_g1_i4.p1	1	1380	0	0	0	0	0	0
Solaet3_v2.0	H2@DN6006_c0_g1_i7.p2	1	411	0	0	0	0	0	0
Solaet3_v2.0	H2@DN6574_c0_g1_i1.p1	1	960	0	0	0	0	0	0
Solaet3_v2.0	H2@DN6990_c0_g1_i10.p2	1	570	0	0	0	0	0	0
Solaet3_v2.0	H2@DN8433_c0_g1_i15.p2	1	498	0	0	0	0	0	0
Solaet3_v2.0	H2@DN9368_c0_g1_i3.p3	1	300	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_01g026000.1.01	1	1416	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_10g012820.1.01	1	507	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_11g022150.1.01	1	438	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_12g015490.1.01	1	996	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_12g017040.1.01	1	180	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_02g014830.1.01	1	378	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_02g002190.1.01	1	1116	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g024710.1.01	1	1152	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g022710.1.01	1	690	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g014140.1.01	1	654	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_04g009000.1.01	1	549	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_06g016630.1.01	1	1404	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_07g024260.1.01	1	627	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g026820.1.01	1	465	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g020480.1.01	1	582	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g012260.1.01	1	1065	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_09g018500.1.01	1	327	0	0	0	0	0	0
Solaet3_v2.0	H12@DN39000_c0_g1_i1.p5	1	393	0	0	0	0	0	0
Solaet3_v2.0	H3@DN8576_c0_g2_i2.p1	1	552	0	0	0	0	0	0
Solaet3_v2.0	H2@DN959_c0_g1_i8.p2	1	369	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_11g004440.1.01	1	621	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g010470.1.01	1	813	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_01g028300.1.01	1	309	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_12g018140.1.01	1	564	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g015990.1.01	1	249	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g015370.1.01	1	603	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_06g026770.1.01	1	501	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g020700.1.01	1	1200	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g020690.1.01	1	771	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g019430.1.01	1	1029	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g024700.1.01	1	1851	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_08g014970.1.01	1	744	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_09g006190.1.01	1	441	0	0	0	0	0	0
Solaet3_v2.0	H2@DN5936_c0_g1_i2.p2	1	309	0	0	0	0	0	0
Solaet3_v2.0	H2@DN5936_c0_g1_i2.p1	1	564	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_01g011930.1.01	1	465	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_10g021230.1.01	1	570	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_12g013280.1.01	1	645	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_12g017400.1.01	1	642	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_02g015590.1.01	1	813	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_02g006230.1.01	1	273	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_03g001790.1.01	1	1263	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_04g003350.1.01	1	435	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_05g003130.1.01	1	738	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_05g019330.1.01	1	1284	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_06g000180.1.01	1	1038	0	0	0	0	0	0
Solaet3_v2.0	SMEL4.1_06g026690.1.01	1	1296	0	0	0	0	0	0
Solmac3_v2.0	H12@DN1054_c2_g1_i3.p1	1	1308	2	156	11.9266	0.119266	24.7	11
Solmac3_v2.0	H12@DN1656_c0_g2_i1.p1	1	795	3	183	23.0189	0.389937	30.5	32.3
Solmac3_v2.0	H12@DN18954_c0_g1_i6.p1	1	2478	4	354	14.2857	0.18523	28.6	6
Solmac3_v2.0	H12@DN20565_c0_g1_i1.p1	1	1197	3	243	20.3008	0.207185	27.8	0.667
Solmac3_v2.0	H12@DN48600_c0_g1_i1.p1	1	1053	3	147	13.9601	0.208927	29.1	7.33
Solmac3_v2.0	H12@DN762_c0_g1_i1.p2	1	426	9	413	96.9484	2.53052	28.7	17.2
Solmac3_v2.0	H3@DN13038_c0_g1_i1.p1	1	1179	11	908	77.0144	1.31552	28.2	42
Solmac3_v2.0	H3@DN3668_c0_g1_i2.p1	1	1050	3	182	17.3333	0.205714	26.3	26
Solmac3_v2.0	H3@DN3860_c0_g2_i2.p1	1	1275	3	387	30.3529	0.304314	27.8	41.3
Solmac3_v2.0	H3@DN8649_c0_g1_i3.p1	1	597	4	339	56.7839	0.567839	28.5	7.75
Solmac3_v2.0	H3@DN8735_c0_g1_i1.p1	1	1089	1	150	13.7741	0.137741	25.4	44
Solmac3_v2.0	H5@DN1291_c0_g1_i15.p2	1	357	5	251	70.3081	1.06443	27.8	22.8
Solmac3_v2.0	H5@DN1554_c0_g1_i16.p1	1	1272	2	229	18.0031	0.180031	28.2	41
Solmac3_v2.0	H5@DN18808_c0_g1_i1.p1	1	303	2	221	72.9373	0.729373	30.8	22
Solmac3_v2.0	H5@DN1887_c0_g1_i5.p2	1	897	1	57	6.35452	0.0635452	33.3	22
Solmac3_v2.0	H5@DN2792_c0_g1_i7.p1	1	2076	8	430	20.7129	0.342004	29.8	14.2
Solmac3_v2.0	H5@DN2826_c1_g1_i11.p2	1	534	5	250	46.8165	0.816479	29.8	6.2
Solmac3_v2.0	H5@DN30464_c0_g1_i1.p1	1	1905	2	244	12.8084	0.128084	25.5	11
Solmac3_v2.0	H5@DN30569_c0_g1_i1.p1	1	831	3	225	27.0758	0.418773	26.3	0.667
Solmac3_v2.0	H5@DN3185_c1_g1_i2.p1	1	651	3	172	26.4209	0.268817	26.1	0
Solmac3_v2.0	H5@DN34709_c0_g1_i1.p1	1	1083	4	305	28.1625	0.285319	28	24.5
Solmac3_v2.0	H5@DN3782_c0_g1_i24.p1	1	1182	1	46	3.89171	0.0389171	26.9	0
Solmac3_v2.0	H5@DN474_c0_g1_i1.p2	1	363	2	107	29.4766	0.589532	27.4	41
Solmac3_v2.0	H5@DN706_c2_g1_i2.p1	1	936	46	412	44.0171	2.58761	29.6	19.1
Solmac3_v2.0	H5@DN7265_c1_g2_i4.p1	1	1707	2	97	5.68248	0.0908026	27.5	24
Solmac3_v2.0	H5@DN7690_c0_g1_i3.p1	1	1092	3	90	8.24176	0.1337	29.7	22
Solmac3_v2.0	H5@DN7857_c0_g1_i1.p1	1	867	5	358	41.2918	0.438293	28.6	25.6
Solmac3_v2.0	H5@DN9607_c0_g1_i1.p1	1	987	2	224	22.695	0.262411	28.6	44
Solmac3_v2.0	H2@DN10490_c0_g1_i1.p1	1	672	3	176	26.1905	0.261905	28.7	1.33
Solmac3_v2.0	H2@DN10606_c0_g1_i1.p2	1	576	1	49	8.50694	0.0850694	31	0
Solmac3_v2.0	H2@DN1267_c0_g1_i4.p1	1	1452	4	216	14.876	0.181818	24.8	25.5
Solmac3_v2.0	H2@DN1353_c0_g1_i11.p1	1	438	2	55	12.5571	0.194064	25.9	22
Solmac3_v2.0	H2@DN1379_c0_g1_i67.p1	1	1017	2	66	6.48968	0.112094	23.7	0
Solmac3_v2.0	H2@DN1592_c0_g1_i2.p1	1	366	1	58	15.847	0.15847	30.3	0
Solmac3_v2.0	H2@DN16296_c0_g1_i2.p1	1	885	4	388	43.8418	0.633898	27.4	31
Solmac3_v2.0	H2@DN185_c1_g1_i7.p1	1	870	9	299	34.3678	0.771264	26.4	17.6
Solmac3_v2.0	H2@DN1928_c0_g1_i6.p1	1	768	3	256	33.3333	0.335938	29.7	26
Solmac3_v2.0	H2@DN19698_c0_g1_i1.p1	1	1479	3	109	7.36984	0.139959	30.1	2
Solmac3_v2.0	H2@DN2444_c0_g1_i28.p1	1	1401	4	128	9.13633	0.125625	28.3	0
Solmac3_v2.0	H2@DN25011_c0_g1_i1.p1	1	690	1	49	7.10145	0.0710145	28.9	22
Solmac3_v2.0	H2@DN27952_c0_g1_i1.p1	1	1605	2	174	10.8411	0.186916	29.9	1
Solmac3_v2.0	H2@DN2837_c0_g4_i4.p1	1	1149	2	208	18.1027	0.18973	25.8	11
Solmac3_v2.0	H2@DN2945_c0_g2_i19.p1	1	1038	4	152	14.6435	0.287091	26.7	26.5
Solmac3_v2.0	H2@DN3144_c0_g1_i3.p1	1	1605	8	767	47.7882	0.527103	26.9	33.5
Solmac3_v2.0	H2@DN3379_c0_g1_i30.p2	1	405	10	339	83.7037	1.83951	27.6	7.8
Solmac3_v2.0	H2@DN3380_c0_g2_i2.p1	1	2445	7	629	25.726	0.280164	29.9	8.43
Solmac3_v2.0	H2@DN34742_c0_g1_i1.p1	1	4659	27	2258	48.4653	0.694999	28.5	35.9
Solmac3_v2.0	H2@DN3508_c0_g1_i10.p1	1	582	3	255	43.8144	0.441581	28.4	31.3
Solmac3_v2.0	H2@DN35161_c0_g1_i1.p1	1	999	3	316	31.6316	0.319319	30.3	35.3
Solmac3_v2.0	H2@DN3543_c0_g1_i1.p1	1	2478	5	518	20.904	0.221146	30.4	6.6
Solmac3_v2.0	H2@DN361_c0_g3_i1.p1	1	885	1	138	15.5932	0.155932	25.3	41
Solmac3_v2.0	H2@DN385_c0_g3_i1.p1	1	363	2	127	34.9862	0.586777	27.9	5.5
Solmac3_v2.0	H2@DN3869_c0_g1_i7.p1	1	381	1	67	17.5853	0.175853	28.7	22
Solmac3_v2.0	H2@DN4324_c0_g1_i1.p1	1	951	2	234	24.6057	0.284963	24.5	11
Solmac3_v2.0	H2@DN45012_c0_g1_i1.p1	1	522	3	244	46.7433	0.718391	26.1	42
Solmac3_v2.0	H2@DN4520_c0_g1_i9.p1	1	735	3	221	30.068	0.365986	29.2	28
Solmac3_v2.0	H2@DN4809_c0_g1_i2.p1	1	573	1	83	14.4852	0.144852	31.3	2
Solmac3_v2.0	H2@DN49968_c0_g1_i1.p1	1	837	4	315	37.6344	0.510155	26.3	32
Solmac3_v2.0	H2@DN5001_c0_g1_i2.p1	1	969	2	156	16.0991	0.293086	25.5	11
Solmac3_v2.0	H2@DN5557_c0_g1_i2.p1	1	669	1	52	7.7728	0.077728	28.2	22
Solmac3_v2.0	H2@DN5750_c0_g1_i10.p1	1	1347	3	237	17.5947	0.210839	28.2	3.67
Solmac3_v2.0	H2@DN5823_c0_g1_i4.p1	1	1380	2	61	4.42029	0.0833333	27.1	0
Solmac3_v2.0	H2@DN6006_c0_g1_i7.p1	1	1260	2	169	13.4127	0.136508	27.8	2
Solmac3_v2.0	H2@DN6196_c0_g1_i5.p1	1	663	4	349	52.6395	0.903469	26.5	11
Solmac3_v2.0	H2@DN6574_c0_g1_i1.p1	1	960	7	340	35.4167	0.698958	26.7	34
Solmac3_v2.0	H2@DN6990_c0_g1_i10.p1	1	1404	1	53	3.77493	0.0377493	26.1	0
Solmac3_v2.0	H2@DN6990_c0_g1_i10.p2	1	570	1	93	16.3158	0.163158	26.6	1
Solmac3_v2.0	H2@DN776_c0_g1_i2.p1	1	1008	2	90	8.92857	0.0922619	29.4	22
Solmac3_v2.0	H2@DN8277_c0_g1_i1.p1	1	1569	1	69	4.39771	0.0439771	30.3	24
Solmac3_v2.0	H2@DN8328_c0_g1_i8.p1	1	759	2	114	15.0198	0.150198	30.8	23
Solmac3_v2.0	H2@DN8336_c0_g1_i1.p1	1	1098	7	258	23.4973	0.62204	29.9	7.14
Solmac3_v2.0	H2@DN9368_c0_g1_i3.p1	1	402	2	141	35.0746	0.457711	26.3	2
Solmac3_v2.0	H2@DN9560_c0_g1_i1.p1	1	3012	7	364	12.085	0.197211	30	26.9
Solmac3_v2.0	H2@DN98_c1_g2_i1.p1	1	1353	1	106	7.83444	0.0783444	27.5	1
Solmac3_v2.0	SMEL4.1_00g000890.1.01	1	648	1	62	9.5679	0.095679	30.3	22
Solmac3_v2.0	SMEL4.1_00g005390.1.01	1	828	12	535	64.6135	1.25121	29.3	31.7
Solmac3_v2.0	SMEL4.1_00g006980.1.01	1	678	3	200	29.4985	0.380531	25.7	34.7
Solmac3_v2.0	SMEL4.1_01g039620.1.01	1	585	4	100	17.094	0.524786	27.9	26
Solmac3_v2.0	SMEL4.1_01g034590.1.01	1	1041	2	126	12.1037	0.125841	27.3	22
Solmac3_v2.0	SMEL4.1_01g032910.1.01	1	858	7	400	46.62	0.611888	24.5	27.7
Solmac3_v2.0	SMEL4.1_01g032570.1.01	1	1521	7	459	30.1775	0.330703	27.7	24.3
Solmac3_v2.0	SMEL4.1_01g030350.1.01	1	918	2	111	12.0915	0.123094	25	2
Solmac3_v2.0	SMEL4.1_01g030340.1.01	1	1140	4	162	14.2105	0.220175	26.4	12
Solmac3_v2.0	SMEL4.1_01g029520.1.01	1	3336	18	1133	33.9628	0.539568	28.2	33.2
Solmac3_v2.0	SMEL4.1_01g028550.1.01	1	1146	4	178	15.5323	0.260908	27.5	15
Solmac3_v2.0	SMEL4.1_01g027880.1.01	1	1917	4	338	17.6317	0.201356	26.2	19
Solmac3_v2.0	SMEL4.1_01g027250.1.01	1	1506	2	103	6.83931	0.0683931	30.1	22
Solmac3_v2.0	SMEL4.1_01g025900.1.01	1	1986	9	536	26.9889	0.328298	27.8	16.4
Solmac3_v2.0	SMEL4.1_01g023200.1.01	1	1371	6	346	25.2371	0.374909	29.9	3.33
Solmac3_v2.0	SMEL4.1_01g021320.1.01	1	777	3	217	27.9279	0.280566	30.6	10.7
Solmac3_v2.0	SMEL4.1_01g020970.1.01	1	690	2	222	32.1739	0.346377	26.6	42
Solmac3_v2.0	SMEL4.1_01g020240.1.01	1	1194	6	219	18.3417	0.384422	27.8	14.8
Solmac3_v2.0	SMEL4.1_01g019050.1.01	1	1572	7	817	51.972	0.603053	29.6	40.9
Solmac3_v2.0	SMEL4.1_01g012230.1.01	1	1449	2	201	13.8716	0.165631	25.6	11
Solmac3_v2.0	SMEL4.1_01g010710.1.01	1	426	3	202	47.4178	0.478873	28.3	23.3
Solmac3_v2.0	SMEL4.1_01g010130.1.01	1	1086	3	347	31.9521	0.319521	28.8	36.7
Solmac3_v2.0	SMEL4.1_01g009930.1.01	1	1146	2	221	19.2845	0.192845	27.4	41
Solmac3_v2.0	SMEL4.1_01g006930.1.01	1	2526	15	768	30.4038	0.45289	29.4	13.7
Solmac3_v2.0	SMEL4.1_01g002950.1.01	1	1161	6	269	23.1697	0.571921	31.6	31.8
Solmac3_v2.0	SMEL4.1_01g002790.1.01	1	675	2	133	19.7037	0.248889	24.3	28
Solmac3_v2.0	SMEL4.1_01g002700.1.01	1	1170	2	259	22.1368	0.221368	32	42.5
Solmac3_v2.0	SMEL4.1_01g002310.1.01	1	942	4	254	26.9639	0.273885	30.3	23.5
Solmac3_v2.0	SMEL4.1_01g000710.1.01	1	1149	2	215	18.7119	0.24282	30.8	44
Solmac3_v2.0	SMEL4.1_10g022170.1.01	1	684	5	279	40.7895	0.548246	25.6	24
Solmac3_v2.0	SMEL4.1_10g021590.1.01	1	648	4	189	29.1667	0.381173	28.6	22
Solmac3_v2.0	SMEL4.1_10g016570.1.01	1	594	3	367	61.7845	0.666667	28.2	42
Solmac3_v2.0	SMEL4.1_10g015950.1.01	1	981	5	536	54.6381	0.549439	28.2	29.2
Solmac3_v2.0	SMEL4.1_10g013020.1.01	1	2127	14	1156	54.3488	0.689704	27.8	36
Solmac3_v2.0	SMEL4.1_10g010020.1.01	1	1317	10	422	32.0425	0.48899	27.7	26
Solmac3_v2.0	SMEL4.1_10g009290.1.01	1	1584	5	415	26.1995	0.316288	28.4	12
Solmac3_v2.0	SMEL4.1_10g009190.1.01	1	828	1	41	4.95169	0.0495169	22.7	22
Solmac3_v2.0	SMEL4.1_10g006410.1.01	1	1470	4	320	21.7687	0.282313	26.6	6.5
Solmac3_v2.0	SMEL4.1_10g005940.1.01	1	1938	2	194	10.0103	0.114551	28.1	11
Solmac3_v2.0	SMEL4.1_10g004790.1.01	1	567	6	408	71.9577	1.09171	25.8	9
Solmac3_v2.0	SMEL4.1_10g003880.1.01	1	1056	8	559	52.9356	0.933712	26.6	19.5
Solmac3_v2.0	SMEL4.1_10g001450.1.01	1	672	8	354	52.6786	0.964286	28.3	27.5
Solmac3_v2.0	SMEL4.1_10g001190.1.01	1	1524	7	489	32.0866	0.395013	27.4	16.3
Solmac3_v2.0	SMEL4.1_11g026100.1.01	1	1527	8	296	19.3844	0.409299	27.5	24.5
Solmac3_v2.0	SMEL4.1_11g025670.1.01	1	738	3	199	26.9648	0.371274	28.6	34.7
Solmac3_v2.0	SMEL4.1_11g023340.1.01	1	633	2	53	8.37283	0.167457	30.8	22
Solmac3_v2.0	SMEL4.1_11g022680.1.01	1	1743	2	191	10.9581	0.109581	27.1	33
Solmac3_v2.0	SMEL4.1_11g022340.1.01	1	1419	5	387	27.2727	0.356589	28.7	34.4
Solmac3_v2.0	SMEL4.1_11g022150.1.01	1	438	1	61	13.9269	0.139269	26.9	0
Solmac3_v2.0	SMEL4.1_11g014190.1.01	1	1185	3	217	18.3122	0.308017	26.2	17.3
Solmac3_v2.0	SMEL4.1_11g012010.1.01	1	741	6	286	38.5965	0.601889	29.7	27.3
Solmac3_v2.0	SMEL4.1_11g007710.1.01	1	1245	6	426	34.2169	0.576707	31.2	22
Solmac3_v2.0	SMEL4.1_11g005780.1.01	1	1095	3	158	14.4292	0.221005	29.7	31.3
Solmac3_v2.0	SMEL4.1_11g002050.1.01	1	828	2	293	35.3865	0.353865	33.8	44
Solmac3_v2.0	SMEL4.1_11g001480.1.01	1	888	14	615	69.2568	1.9009	28	35.1
Solmac3_v2.0	SMEL4.1_12g000440.1.01	1	582	4	195	33.5052	0.393471	25.5	19.2
Solmac3_v2.0	SMEL4.1_12g002860.1.01	1	1101	4	223	20.2543	0.35059	28.1	31.2
Solmac3_v2.0	SMEL4.1_12g003170.1.01	1	567	6	446	78.6596	1.42857	26.4	11
Solmac3_v2.0	SMEL4.1_12g007570.1.01	1	615	13	605	98.374	2.45854	28.8	35.4
Solmac3_v2.0	SMEL4.1_12g009010.1.01	1	1848	8	735	39.7727	0.429654	27.9	33
Solmac3_v2.0	SMEL4.1_12g011760.1.01	1	2424	7	605	24.9587	0.309818	29.9	35.4
Solmac3_v2.0	SMEL4.1_12g015260.1.01	1	579	7	392	67.7029	1.2038	29.5	30.9
Solmac3_v2.0	SMEL4.1_12g015490.1.01	1	996	2	140	14.0562	0.144578	30.5	2
Solmac3_v2.0	SMEL4.1_12g017050.1.01	1	789	3	177	22.4335	0.224335	28.8	26.7
Solmac3_v2.0	SMEL4.1_12g017340.1.01	1	1479	11	583	39.4185	0.665314	27.8	31.3
Solmac3_v2.0	SMEL4.1_02g029810.1.01	1	927	10	643	69.3635	1.05286	30.6	33.7
Solmac3_v2.0	SMEL4.1_02g029630.1.01	1	867	3	128	14.7636	0.381776	30.5	41
Solmac3_v2.0	SMEL4.1_02g028600.1.01	1	4449	11	648	14.5651	0.187008	28.2	14.7
Solmac3_v2.0	SMEL4.1_02g027840.1.01	1	756	2	252	33.3333	0.333333	29.6	40
Solmac3_v2.0	SMEL4.1_02g026510.1.01	1	1404	3	317	22.5783	0.225783	28.8	38.7
Solmac3_v2.0	SMEL4.1_02g023950.1.01	1	1299	8	403	31.0239	0.39261	29.5	26
Solmac3_v2.0	SMEL4.1_02g021700.1.01	1	2094	3	435	20.7736	0.207736	28.8	44
Solmac3_v2.0	SMEL4.1_02g019840.1.01	1	1203	2	299	24.8545	0.249377	26	44
Solmac3_v2.0	SMEL4.1_02g016370.1.01	1	387	4	107	27.6486	0.472868	31.5	17
Solmac3_v2.0	SMEL4.1_02g014830.1.01	1	378	1	58	15.3439	0.153439	27.3	22
Solmac3_v2.0	SMEL4.1_02g014530.1.01	1	1110	3	200	18.018	0.18018	30.5	18.3
Solmac3_v2.0	SMEL4.1_02g012880.1.01	1	1152	8	504	43.75	1.03819	29	44
Solmac3_v2.0	SMEL4.1_02g012710.1.01	1	1209	5	380	31.4309	0.45244	28.1	36.8
Solmac3_v2.0	SMEL4.1_02g012700.1.01	1	789	3	230	29.1508	0.292776	30.5	2
Solmac3_v2.0	SMEL4.1_02g011900.1.01	1	1344	34	780	58.0357	2.52679	28.4	28.1
Solmac3_v2.0	SMEL4.1_02g005760.1.01	1	1686	7	451	26.7497	0.383155	30.6	26
Solmac3_v2.0	SMEL4.1_02g000910.1.01	1	1974	13	729	36.9301	0.5846	28.6	29.2
Solmac3_v2.0	SMEL4.1_03g034360.1.01	1	1104	5	227	20.5616	0.262681	31.1	6
Solmac3_v2.0	SMEL4.1_03g030670.1.01	1	1119	7	660	58.9812	0.662198	28.4	25.1
Solmac3_v2.0	SMEL4.1_03g028740.1.01	1	1440	2	190	13.1944	0.131944	26.9	28
Solmac3_v2.0	SMEL4.1_03g028220.1.01	1	3141	10	707	22.5088	0.418656	28.1	10.1
Solmac3_v2.0	SMEL4.1_03g026370.1.01	1	546	1	110	20.1465	0.201465	33.3	41
Solmac3_v2.0	SMEL4.1_03g024710.1.01	1	1152	10	465	40.3646	1.14757	28.6	12.2
Solmac3_v2.0	SMEL4.1_03g022710.1.01	1	690	2	175	25.3623	0.291304	26.5	36
Solmac3_v2.0	SMEL4.1_03g022500.1.01	1	2133	7	566	26.5354	0.302391	29.4	31.4
Solmac3_v2.0	SMEL4.1_03g020280.1.01	1	768	6	303	39.4531	0.473958	27.5	23
Solmac3_v2.0	SMEL4.1_03g018160.1.01	1	1305	4	214	16.3985	0.258238	30.2	26
Solmac3_v2.0	SMEL4.1_03g018090.1.01	1	747	3	332	44.4444	0.444444	29.2	38
Solmac3_v2.0	SMEL4.1_03g014140.1.01	1	654	2	82	12.5382	0.249235	33.9	2
Solmac3_v2.0	SMEL4.1_03g013450.1.01	1	681	3	149	21.8796	0.273128	27.1	26.7
Solmac3_v2.0	SMEL4.1_04g001380.1.01	1	1905	12	1158	60.7874	0.940157	27.6	12
Solmac3_v2.0	SMEL4.1_04g001880.1.01	1	900	4	218	24.2222	0.486667	31.7	41
Solmac3_v2.0	SMEL4.1_04g003420.1.01	1	1614	4	232	14.3742	0.188352	30.4	27.5
Solmac3_v2.0	SMEL4.1_04g005310.1.01	1	852	3	183	21.4789	0.219484	30.8	22
Solmac3_v2.0	SMEL4.1_04g009000.1.01	1	549	2	167	30.4189	0.422587	23.1	41
Solmac3_v2.0	SMEL4.1_04g011540.1.01	1	759	4	309	40.7115	0.433465	27.6	5.5
Solmac3_v2.0	SMEL4.1_04g012670.1.01	1	1119	4	328	29.3119	0.516533	27.1	11
Solmac3_v2.0	SMEL4.1_04g013060.1.01	1	1470	6	377	25.6463	0.282993	29.7	4.67
Solmac3_v2.0	SMEL4.1_04g015730.1.01	1	2247	6	316	14.0632	0.188696	28.8	28.3
Solmac3_v2.0	SMEL4.1_04g016770.1.01	1	1284	5	235	18.3022	0.292056	29.7	27.2
Solmac3_v2.0	SMEL4.1_04g017490.1.01	1	1572	4	359	22.8372	0.309796	30	40
Solmac3_v2.0	SMEL4.1_04g018730.1.01	1	2445	2	225	9.20245	0.0920245	28.9	1.5
Solmac3_v2.0	SMEL4.1_04g021600.1.01	1	1113	11	394	35.3998	0.990117	28.3	33.3
Solmac3_v2.0	SMEL4.1_04g022050.1.01	1	2685	14	1184	44.0968	0.623091	28.2	37.7
Solmac3_v2.0	SMEL4.1_04g023360.1.01	1	900	5	417	46.3333	0.74	31.1	40
Solmac3_v2.0	SMEL4.1_05g004600.1.01	1	1431	6	174	12.1593	0.408106	29.7	30.3
Solmac3_v2.0	SMEL4.1_05g020090.1.01	1	645	1	124	19.2248	0.192248	31	11
Solmac3_v2.0	SMEL4.1_05g020140.1.01	1	1062	2	102	9.60452	0.129944	22.7	22
Solmac3_v2.0	SMEL4.1_05g021330.1.01	1	993	2	192	19.3353	0.193353	30	19
Solmac3_v2.0	SMEL4.1_05g023750.1.01	1	903	6	292	32.3367	0.530454	30.1	28.8
Solmac3_v2.0	SMEL4.1_05g025470.1.01	1	1389	9	521	37.509	0.440605	31.2	5.78
Solmac3_v2.0	SMEL4.1_06g001190.1.01	1	2481	7	470	18.944	0.339782	27.8	6.86
Solmac3_v2.0	SMEL4.1_06g002980.1.01	1	477	4	167	35.0105	0.637317	30.5	25
Solmac3_v2.0	SMEL4.1_06g008710.1.01	1	3039	13	839	27.6078	0.369859	27.5	27.7
Solmac3_v2.0	SMEL4.1_06g011580.1.01	1	1767	12	742	41.9921	0.740238	28.8	31.3
Solmac3_v2.0	SMEL4.1_06g011820.1.01	1	1740	18	941	54.0805	1.14195	28.2	33.2
Solmac3_v2.0	SMEL4.1_06g016630.1.01	1	1404	4	393	27.9915	0.42735	29.6	44
Solmac3_v2.0	SMEL4.1_06g018140.1.01	1	525	4	167	31.8095	0.382857	29.8	17
Solmac3_v2.0	SMEL4.1_06g023800.1.01	1	447	2	117	26.1745	0.333333	29.5	24
Solmac3_v2.0	SMEL4.1_06g023900.1.01	1	966	6	382	39.5445	0.661491	27	34.3
Solmac3_v2.0	SMEL4.1_06g025130.1.01	1	1197	3	255	21.3033	0.240602	27.5	30.7
Solmac3_v2.0	SMEL4.1_06g027290.1.01	1	297	2	181	60.9428	0.622896	29.9	2
Solmac3_v2.0	SMEL4.1_06g029600.1.01	1	2091	8	709	33.9072	0.45385	29.2	37.8
Solmac3_v2.0	SMEL4.1_06g030080.1.01	1	912	5	304	33.3333	0.634868	26.3	38.8
Solmac3_v2.0	SMEL4.1_07g001260.1.01	1	1113	1	69	6.19946	0.0619946	22.8	9
Solmac3_v2.0	SMEL4.1_07g004150.1.01	1	1569	2	294	18.738	0.18738	26.3	44
