id_comp,names,mol_weight,formula,n_heavy_atom,n_arom_heavy_atom,csp3,n_rotate_bond,n_hbond_acceptors,n_hbond_donors,molar_refrac,tpsa,ilogp,xlogp3,wlogp,mlogp,silicosit,consensus_log,esol_logs,esol_solub_mg,esol_solub_mol,esol_class,ali_logs,ali_solub_mg,ali_solub_mol,ali_class,silicosit_logs,silicosit_solub_mg,silicosit_solub_mol,silicosit_class,gi_absorp,bbb_permeant,pgp_substrate,cyp1a2,cyp2c19,cyp2c9,cyp2d6,cyp3a4,logkp,lipinski,ghose,veber,egan,muegge,bioavail
1412,"Nitidine",348.37,C21H18NO4,26,18,0.19,2,4,0,101.6,40.8,-0.16,4.58,3.72,2.53,4.08,2.95,-5.27,0.00189,5.42e-06,Moderately soluble,-5.16,0.00241,6.91e-06,Moderately soluble,-6.59,9.02e-05,2.59e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,No,Yes,-5.17,0,0,0,0,0,0.55
1413,"Obaberine",622.75,C38H42N2O6,46,24,0.37,4,8,0,186.07,61.86,5.19,6.66,5.75,3.73,6.06,5.48,-8.02,5.96e-06,9.57e-09,Poorly soluble,-7.76,1.08e-05,1.73e-08,Poorly soluble,-10.8,9.78e-09,1.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.37,1,4,0,0,2,0.55
1414,"Ochotensine",351.4,C21H21NO4,26,12,0.33,1,5,1,102.42,51.16,3.31,3.17,2.59,2.53,3.85,3.09,-4.29,0.018,5.11e-05,Moderately soluble,-3.92,0.0427,0.000122,Soluble,-5.66,0.000771,2.19e-06,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-6.19,0,0,0,0,0,0.55
1415,"Oxyacanthine",608.72,C37H40N2O6,45,24,0.35,3,8,1,181.6,72.86,4.68,6.34,5.45,3.55,5.5,5.1,-7.8,9.54e-06,1.57e-08,Poorly soluble,-7.66,1.33e-05,2.19e-08,Poorly soluble,-10.12,4.61e-08,7.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.51,1,3,0,0,2,0.55
1416,"Parfumine",353.37,C20H19NO5,26,12,0.35,1,6,1,97.71,68.23,2.99,2.78,1.76,1.49,3.16,2.44,-4.06,0.0309,8.75e-05,Moderately soluble,-3.87,0.0478,0.000135,Soluble,-5.16,0.00244,6.9e-06,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-6.48,0,0,0,0,0,0.55
1421,"(-)-Pellotine; Pellotine",237.29,C13H19NO3,17,6,0.54,2,4,1,70.5,41.93,2.64,1.78,1.25,1.09,1.88,1.73,-2.56,0.651,0.00274,Soluble,-2.28,1.25,0.00526,Soluble,-2.79,0.38,0.0016,Soluble,High,Yes,No,No,No,No,No,No,-6.48,0,0,0,0,0,0.55
1425,"Phaeantharine",632.74,C39H40N2O6,47,32,0.23,11,6,0,186.52,63.14,-3.51,7.84,6.66,3.29,7.64,4.39,-8.48,2.09e-06,3.31e-09,Poorly soluble,-9.01,6.14e-07,9.71e-10,Poorly soluble,-12.53,1.88e-10,2.97e-13,Insoluble,High,No,Yes,No,Yes,Yes,No,Yes,-4.59,1,4,1,1,2,0.55
1426,"Psychotrine",464.6,C28H36N2O4,34,6,0.54,6,5,1,140.82,60.03,4.03,3.96,3.24,2.23,4.23,3.54,-4.95,0.00521,1.12e-05,Moderately soluble,-4.92,0.00557,1.2e-05,Moderately soluble,-6.33,0.000217,4.67e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.32,0,1,0,0,0,0.55
1427,"Pukateine",295.33,C18H17NO3,22,12,0.33,0,4,1,87.06,41.93,2.6,2.95,2.17,2.49,3.24,2.69,-3.93,0.0344,0.000117,Soluble,-3.49,0.0949,0.000321,Soluble,-4.68,0.00618,2.09e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.01,0,0,0,0,0,0.55
1428,"Pycnamine",608.72,C37H40N2O6,45,24,0.35,3,8,1,181.6,72.86,4.78,6.34,5.45,3.55,5.5,5.12,-7.8,9.54e-06,1.57e-08,Poorly soluble,-7.66,1.33e-05,2.19e-08,Poorly soluble,-10.12,4.61e-08,7.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.51,1,3,0,0,2,0.55
1434,"Rodiasine",622.75,C38H42N2O6,46,24,0.37,4,8,1,187.02,72.86,5.31,6.41,5.33,3.46,6.01,5.3,-7.86,8.57e-06,1.38e-08,Poorly soluble,-7.73,1.15e-05,1.85e-08,Poorly soluble,-10.49,2.02e-08,3.24e-11,Insoluble,High,No,No,No,No,No,No,No,-5.55,1,3,0,0,2,0.55
1450,"(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol",179.22,C10H13NO2,13,6,0.4,0,3,3,54.64,52.49,1.59,1.02,0.6,0.83,1.46,1.1,-1.94,2.08,0.0116,Very soluble,-1.71,3.48,0.0194,Very soluble,-2.28,0.932,0.0052,Soluble,High,Yes,No,No,No,No,No,No,-6.67,0,0,0,0,1,0.55
1451,"Sinomenine",329.39,C19H23NO4,24,6,0.53,2,5,1,94.12,59,2.49,2.15,1.64,1.3,2.36,1.99,-3.29,0.169,0.000513,Soluble,-3.02,0.314,0.000952,Soluble,-3.71,0.0639,0.000194,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.78,0,0,0,0,0,0.55
1462,"(+)-Tetrandrine; Tetrandrine",622.75,C38H42N2O6,46,24,0.37,4,8,0,186.07,61.86,5.11,6.66,5.75,3.73,6.06,5.46,-8.02,5.96e-06,9.57e-09,Poorly soluble,-7.76,1.08e-05,1.73e-08,Poorly soluble,-10.8,9.78e-09,1.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.37,1,4,0,0,2,0.55
1463,"Thalicarpine",696.83,C41H48N2O8,51,24,0.41,11,10,0,204.47,80.32,6.33,6.68,5.65,2.96,7.39,5.8,-7.99,7.11e-06,1.02e-08,Poorly soluble,-8.17,4.71e-06,6.76e-09,Poorly soluble,-11.47,2.38e-09,3.41e-12,Insoluble,High,No,No,No,No,No,No,No,-5.81,1,4,1,0,2,0.55
1464,"Thalidasine",652.78,C39H44N2O7,48,24,0.38,5,9,0,192.57,71.09,5.26,6.64,5.76,3.39,6.15,5.44,-8.11,5.06e-06,7.76e-09,Poorly soluble,-7.93,7.59e-06,1.16e-08,Poorly soluble,-10.89,8.41e-09,1.29e-11,Insoluble,High,No,No,No,No,No,No,No,-5.57,1,4,0,0,2,0.55
1467,"Thalmine",608.72,C37H40N2O6,45,24,0.35,3,8,1,181.6,72.86,4.95,6.34,5.45,3.55,5.5,5.16,-7.8,9.54e-06,1.57e-08,Poorly soluble,-7.66,1.33e-05,2.19e-08,Poorly soluble,-10.12,4.61e-08,7.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.51,1,3,0,0,2,0.55
1469,"Thalsimine",636.73,C38H40N2O7,47,24,0.34,5,9,0,187.96,80.21,4.95,6.09,5.9,3.15,7.25,5.47,-7.67,1.35e-05,2.13e-08,Poorly soluble,-7.56,1.77e-05,2.78e-08,Poorly soluble,-11.45,2.24e-09,3.52e-12,Insoluble,High,No,No,No,No,No,No,No,-5.86,1,4,0,1,2,0.55
1474,"Tiliacorine",576.68,C36H36N2O5,43,24,0.33,2,7,1,174.11,63.63,5.02,6.07,5.42,3.89,5.85,5.25,-7.52,1.74e-05,3.02e-08,Poorly soluble,-7.19,3.76e-05,6.51e-08,Poorly soluble,-10.03,5.41e-08,9.38e-11,Insoluble,High,No,No,No,No,No,No,No,-5.51,1,3,0,0,2,0.55
1475,"Xylopine",295.33,C18H17NO3,22,12,0.33,1,4,1,86.63,39.72,3.12,2.8,2.13,2.49,3.84,2.88,-3.77,0.0498,0.000169,Soluble,-3.29,0.151,0.000512,Soluble,-5.71,0.000577,1.95e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.11,0,0,0,0,0,0.55
1476,"Xylopinine; Norcoralydine",355.43,C21H25NO4,26,12,0.43,4,5,0,103.99,40.16,3.7,3.24,2.52,2.2,3.75,3.08,-4.16,0.0245,6.88e-05,Moderately soluble,-3.76,0.0622,0.000175,Soluble,-5.87,0.000481,1.35e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.17,0,0,0,0,0,0.55
1617,"Carolinianine",276.37,C16H24N2O2,20,0,0.81,0,3,1,85.08,43.78,2.68,1.12,0.88,1.56,0.48,1.34,-2.26,1.52,0.00551,Soluble,-1.63,6.44,0.0233,Very soluble,-1.01,27.1,0.0982,Soluble,High,Yes,Yes,No,No,No,No,No,-7.19,0,0,0,0,0,0.55
1620,"Cernuine",262.39,C16H26N2O,19,0,0.94,0,2,0,84.39,23.55,2.95,2.8,1.99,2.92,1.41,2.41,-3.23,0.154,0.000588,Soluble,-2.95,0.294,0.00112,Soluble,-1.84,3.83,0.0146,Soluble,High,Yes,No,No,No,No,No,No,-5.91,0,0,0,0,0,0.55
1627,"Lycocernuine",278.39,C16H26N2O2,20,0,0.94,0,3,1,85.55,43.78,2.76,1.83,0.96,1.66,0.49,1.54,-2.72,0.532,0.00191,Soluble,-2.37,1.19,0.00427,Soluble,-1.03,26.2,0.0942,Soluble,High,Yes,No,No,No,No,No,No,-6.7,0,0,0,0,0,0.55
1651,"Deoxynupharidine",233.35,C15H23NO,17,5,0.73,1,2,0,74.33,16.38,3.22,3.49,3.15,2.58,2.64,3.02,-3.64,0.0538,0.000231,Soluble,-3.52,0.071,0.000304,Soluble,-3.3,0.116,0.000497,Soluble,High,Yes,No,No,No,No,Yes,No,-5.25,0,0,0,0,0,0.55
1757,"Adenocarpine",296.41,C19H24N2O,22,6,0.42,4,2,1,98.44,32.34,3.5,2.43,2.48,2.77,3.28,2.89,-3.15,0.212,0.000714,Soluble,-2.75,0.525,0.00177,Soluble,-4.11,0.023,7.74e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,No,No,-6.38,0,0,0,0,0,0.55
1758,"Alexine",189.21,C8H15NO4,13,0,1,1,5,4,47.8,84.16,0.95,-1.69,-2.86,-1.66,-1.86,-1.42,0.12,248,1.31,Highly soluble,0.44,515,2.72,Highly soluble,1.89,14700,77.6,Soluble,Low,No,Yes,No,No,No,No,No,-8.65,0,1,0,0,1,0.55
1759,"Ammodendrine; Spherocarpine",208.3,C12H20N2O,15,0,0.75,2,2,1,68.82,32.34,2.58,0.34,0.89,1.37,1.64,1.36,-1.21,12.7,0.0611,Very soluble,-0.58,54.4,0.261,Very soluble,-1.91,2.58,0.0124,Soluble,High,Yes,No,No,No,No,No,No,-7.33,0,0,0,0,0,0.55
1760,"Anatabine; (-)-Anatabine",160.22,C10H12N2,12,6,0.3,1,2,1,52.56,24.92,1.88,0.95,0.97,1.08,1.85,1.35,-1.74,2.94,0.0184,Very soluble,-1.06,13.9,0.087,Very soluble,-2.75,0.282,0.00176,Soluble,High,Yes,No,No,No,No,No,No,-6.6,0,0,0,0,1,0.55
1761,"Anibine",203.19,C11H9NO3,15,12,0.09,2,4,0,54.7,52.33,2,1.04,1.71,0.47,2.46,1.54,-2.22,1.24,0.0061,Soluble,-1.73,3.79,0.0186,Very soluble,-4.21,0.0124,6.12e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.8,0,0,0,0,0,0.55
1762,"Arecaidine",141.17,C7H11NO2,10,0,0.57,1,3,1,41.76,40.54,1.4,-2.26,-0.05,0.25,0.29,-0.07,0.77,840,5.95,Highly soluble,1.94,12400,87.6,Highly soluble,-0.09,115,0.813,Soluble,High,No,No,No,No,No,No,No,-8.77,0,1,0,0,2,0.55
1763,"Arecoline",155.19,C8H13NO2,11,0,0.62,2,3,0,46.08,29.54,2.26,0.35,0.04,0.58,0.76,0.8,-0.89,20,0.129,Very soluble,-0.53,45.3,0.292,Very soluble,-0.8,24.4,0.157,Soluble,High,No,No,No,No,No,No,No,-7,0,1,0,0,1,0.55
1764,"Astrocasine",310.43,C20H26N2O,23,6,0.55,1,2,0,101.86,23.55,3.24,3.18,2.28,3.08,2.49,2.85,-3.9,0.0395,0.000127,Soluble,-3.35,0.14,0.000451,Soluble,-3.78,0.052,0.000167,Soluble,High,Yes,No,No,No,No,Yes,No,-5.94,0,0,0,0,0,0.55
1765,"Astrophylline",298.42,C19H26N2O,22,6,0.53,4,2,1,98.91,32.34,3.4,3.03,2.21,2.85,3.29,2.95,-3.54,0.0867,0.00029,Soluble,-3.37,0.126,0.000422,Soluble,-4.13,0.0222,7.43e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-5.97,0,0,0,0,0,0.55
1766,"Australine",189.21,C8H15NO4,13,0,1,1,5,4,47.8,84.16,1,-1.69,-2.86,-1.66,-1.86,-1.41,0.12,248,1.31,Highly soluble,0.44,515,2.72,Highly soluble,1.89,14700,77.6,Soluble,Low,No,Yes,No,No,No,No,No,-8.65,0,1,0,0,1,0.55
1767,"Buchananine",285.25,C12H15NO7,20,6,0.5,4,8,4,63.17,129.34,0.21,-1.98,-1.96,-1.82,-1.36,-1.38,-0.32,137,0.48,Very soluble,-0.21,175,0.613,Very soluble,0.21,462,1.62,Soluble,Low,No,No,No,No,No,No,No,-9.45,0,1,0,0,0,0.55
1768,"Carpaine",478.71,C28H50N2O4,34,0,0.93,0,6,2,146.37,76.66,4.4,6.29,4.8,3.75,3.63,4.57,-6.77,8.12e-05,1.7e-07,Poorly soluble,-7.69,9.81e-06,2.05e-08,Poorly soluble,-5.71,0.000929,1.94e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.75,0,2,0,0,1,0.55
1769,"Cassine",297.48,C18H35NO2,21,0,0.94,11,3,2,94.6,49.33,3.8,4.14,3.6,2.59,4.37,3.7,-3.57,0.0807,0.000271,Soluble,-4.88,0.00389,1.31e-05,Moderately soluble,-4.82,0.00455,1.53e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.18,0,0,1,0,0,0.55
1770,"gamma-Coniceine",125.21,C8H15N,9,0,0.88,2,1,0,45.47,12.36,2.29,1.2,2.03,1.68,3.24,2.09,-1.24,7.2,0.0575,Very soluble,-1.06,11,0.0879,Very soluble,-2.46,0.439,0.00351,Soluble,High,Yes,No,No,No,No,No,No,-6.21,0,1,0,0,2,0.55
1771,"Cryptophorine",261.4,C17H27NO,19,0,0.53,5,2,1,87.8,23.47,3.77,3.84,3.08,2.94,3.23,3.37,-3.55,0.0737,0.000282,Soluble,-4.03,0.0245,9.36e-05,Moderately soluble,-1.27,14.1,0.0541,Soluble,High,Yes,No,No,No,Yes,No,No,-5.17,0,0,0,0,0,0.55
1772,"Deoxymannojirimycin; DMJ",163.17,C6H13NO4,11,0,1,1,5,5,40.21,92.95,0.62,-1.8,-3.35,-2.35,-1.76,-1.73,0.35,364,2.23,Highly soluble,0.36,378,2.32,Highly soluble,1.51,5240,32.1,Soluble,Low,No,No,No,No,No,No,No,-8.57,0,1,0,0,1,0.55
1773,"Dioscorine",221.3,C13H19NO2,16,0,0.77,0,3,0,65.92,29.54,2.45,1.46,1.35,2.04,1.81,1.82,-2.13,1.63,0.00738,Soluble,-1.69,4.55,0.0206,Very soluble,-1.95,2.46,0.0111,Soluble,High,Yes,No,No,No,No,No,No,-6.61,0,0,0,0,0,0.55
1774,"Fagomine",147.17,C6H13NO3,10,0,1,1,4,4,39.04,72.72,1.22,-1.37,-2.32,-1.52,-0.88,-0.97,0.18,221,1.5,Highly soluble,0.34,324,2.2,Highly soluble,0.71,760,5.16,Soluble,Low,No,No,No,No,No,No,No,-8.17,0,3,0,0,1,0.55
1775,"Fusaric acid",179.22,C10H13NO2,13,6,0.4,4,3,1,50.58,50.19,1.68,2.59,2.12,0.17,2.19,1.75,-2.66,0.392,0.00219,Soluble,-3.29,0.0913,0.00051,Soluble,-3,0.18,0.001,Soluble,High,Yes,No,No,No,No,No,No,-5.55,0,0,0,0,1,0.56
1776,"Girgensonine",216.28,C13H16N2O,16,6,0.46,2,3,1,66.72,47.26,2.2,2.24,1.74,1.31,2.07,1.91,-2.74,0.396,0.00183,Soluble,-2.87,0.293,0.00135,Soluble,-2.69,0.444,0.00205,Soluble,High,Yes,No,No,No,No,No,No,-6.03,0,0,0,0,0,0.55
1777,"Guvacine",127.14,C6H9NO2,9,0,0.5,1,3,2,36.86,49.33,1.07,-2.55,-0.39,-0.11,0.45,-0.3,1.04,1410,11.1,Highly soluble,2.06,14600,115,Highly soluble,-0.4,50.2,0.394,Soluble,High,No,No,No,No,No,No,No,-8.89,0,3,0,0,2,0.55
1778,"Harzianopyridone",281.3,C14H19NO5,20,6,0.43,6,5,2,75.83,88.62,2.15,1.73,1.88,0.67,2.95,1.88,-2.5,0.89,0.00316,Soluble,-3.21,0.174,0.00062,Soluble,-2.88,0.374,0.00133,Soluble,High,No,No,No,No,No,No,No,-6.79,0,0,0,0,0,0.55
1779,"3-Hydroxystachydrine",159.18,C7H13NO3,11,0,0.86,1,3,1,42.51,60.36,-2.43,-0.03,-2.43,-4.18,-0.86,-1.99,-0.74,28.8,0.181,Very soluble,-0.79,26,0.163,Very soluble,-0.14,114,0.716,Soluble,Low,No,No,No,No,No,No,No,-7.29,0,2,0,0,1,0.55
1780,"(-)-Hygroline",143.23,C8H17NO,10,0,1,2,2,1,46.43,23.47,2.13,0.92,0.47,0.9,0.96,1.08,-1.18,9.56,0.0667,Very soluble,-1,14.4,0.1,Very soluble,-0.72,27.1,0.189,Soluble,High,No,No,No,No,No,No,No,-6.52,0,1,0,0,1,0.55
1781,"Isolobinine",287.4,C18H25NO2,21,6,0.5,6,3,1,90.09,40.54,3.02,3,2.67,2.21,2.86,2.75,-3.33,0.135,0.000471,Soluble,-3.52,0.0877,0.000305,Soluble,-3.6,0.0725,0.000252,Soluble,High,Yes,No,No,No,No,Yes,No,-5.92,0,0,0,0,0,0.55
1782,"Lentiginosine",157.21,C8H15NO2,11,0,1,0,3,2,45.48,43.7,1.63,-0.29,-0.8,0.02,-0.1,0.09,-0.63,36.7,0.233,Very soluble,-0.17,107,0.679,Very soluble,0.42,414,2.64,Soluble,High,No,No,No,No,No,No,No,-7.46,0,2,0,0,1,0.55
1783,"Lobelanidine",339.47,C22H29NO2,25,12,0.45,6,3,2,106.18,43.7,3.33,3.64,3.06,3.03,3.69,3.35,-4.2,0.0216,6.35e-05,Moderately soluble,-4.25,0.0193,5.67e-05,Moderately soluble,-5.29,0.00175,5.14e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.79,0,0,0,0,0,0.55
1784,"Lobelanine",335.44,C22H25NO2,25,12,0.36,6,3,0,104.7,37.38,3.31,3.87,4,2.87,4.34,3.68,-4.32,0.0162,4.82e-05,Moderately soluble,-4.35,0.0149,4.45e-05,Moderately soluble,-6.24,0.000193,5.74e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.6,0,0,0,0,0,0.55
1785,"Mearsine",151.21,C9H13NO,11,0,0.78,0,2,0,48.36,29.43,1.84,0.59,1.06,0.97,2.44,1.38,-1.15,10.7,0.0709,Very soluble,-0.78,25,0.165,Very soluble,-1.81,2.36,0.0156,Soluble,High,Yes,No,No,No,No,No,No,-6.8,0,1,0,0,1,0.55
1786,"Methylconiine; (+)-N-Methylconiine",141.25,C9H19N,10,0,1,2,1,0,50.07,3.24,2.66,2.43,1.89,2.15,2.05,2.24,-2.11,1.08,0.00768,Soluble,-2.14,1.02,0.00723,Soluble,-1.93,1.66,0.0117,Soluble,Low,Yes,No,No,No,No,No,No,-5.44,0,1,0,0,2,0.55
1787,"Myosmine",146.19,C9H10N2,11,6,0.33,1,2,0,48.52,25.25,1.85,0.6,1.28,0.78,3.11,1.52,-1.46,5.05,0.0345,Very soluble,-0.7,28.9,0.198,Very soluble,-3.15,0.105,0.000716,Soluble,High,Yes,No,Yes,No,No,No,No,-6.77,0,1,0,0,1,0.55
1788,"Nicotyrine; beta-Nicotyrine",158.2,C10H10N2,12,11,0.1,1,1,0,48.93,17.82,1.94,1.25,2.09,0.95,2.02,1.65,-2.22,0.952,0.00602,Soluble,-1.22,9.48,0.0599,Very soluble,-3.3,0.0791,0.0005,Soluble,High,Yes,No,Yes,No,No,No,No,-6.38,0,1,0,0,1,0.55
1789,"Nigrifactin",175.27,C12H17N,13,0,0.42,3,1,0,63.27,12.36,3.05,2.48,2.92,2.58,4.1,3.03,-2.29,0.897,0.00512,Soluble,-2.38,0.724,0.00413,Soluble,-1.96,1.94,0.0111,Soluble,High,Yes,No,Yes,No,No,No,No,-5.61,0,0,0,0,2,0.55
1790,"Nitramine",169.26,C10H19NO,12,0,1,0,2,2,53.57,32.26,2.21,1.17,0.91,1.52,1.86,1.53,-1.63,4,0.0236,Very soluble,-1.44,6.11,0.0361,Very soluble,-1.88,2.21,0.0131,Soluble,High,Yes,No,No,No,No,No,No,-6.5,0,0,0,0,1,0.55
1791,"Picolinic acid; 2-Pyridinecarboxylic acid",123.11,C6H5NO2,9,6,0,1,3,1,31.2,50.19,0.74,0.72,0.78,-1.13,0.75,0.37,-1.48,4.04,0.0328,Very soluble,-1.35,5.47,0.0444,Very soluble,-1.35,5.46,0.0444,Soluble,High,Yes,No,No,No,No,No,No,-6.54,0,3,0,0,1,0.56
1792,"Pinidine; Piperidine, 2-methyl-6-(1-propenyl)-, (2R-(2alpha,6alpha(E)))-; (-)-Pinidine",139.24,C9H17N,10,0,0.78,1,1,1,49.51,12.03,2.64,1.99,1.71,2,2.03,2.08,-1.89,1.79,0.0129,Very soluble,-1.87,1.88,0.0135,Very soluble,-1.7,2.81,0.0202,Soluble,High,Yes,No,No,No,No,No,No,-5.74,0,1,0,0,2,0.55
1793,"Piplartine; Piperlongumine",317.34,C17H19NO5,23,6,0.29,6,5,0,89.47,65.07,2.46,2.07,1.55,1.34,2.36,1.96,-2.91,0.392,0.00123,Soluble,-3.07,0.273,0.00086,Soluble,-2.94,0.36,0.00114,Soluble,High,Yes,No,No,No,No,No,No,-6.77,0,0,0,0,0,0.55
1794,"(+)-Prosopinine",313.48,C18H35NO3,22,0,0.94,12,4,3,95.77,69.56,3.59,3.57,2.57,1.74,3.79,3.05,-3.24,0.18,0.000575,Soluble,-4.72,0.00602,1.92e-05,Moderately soluble,-4.25,0.0176,5.62e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.68,0,0,1,0,0,0.55
1795,"Pseudoconhydrine",143.23,C8H17NO,10,0,1,2,2,2,46.33,32.26,2.16,0.98,0.52,0.9,1.25,1.16,-1.21,8.76,0.0612,Very soluble,-1.25,8.14,0.0568,Very soluble,-1.46,5.01,0.035,Soluble,High,Yes,No,No,No,No,No,No,-6.48,0,1,0,0,1,0.55
1796,"Santiaguine",592.81,C38H48N4O2,44,12,0.53,8,4,2,192.01,64.68,5.66,3.67,4.57,4.13,4.86,4.58,-5.5,0.00187,3.15e-06,Moderately soluble,-4.72,0.0114,1.91e-05,Moderately soluble,-8.07,4.99e-06,8.41e-09,Poorly soluble,High,Yes,Yes,No,No,No,No,Yes,-7.31,1,3,0,0,0,0.55
1797,"(-)-Sedamine",219.32,C14H21NO,16,6,0.57,3,2,1,70.92,23.47,2.57,2.38,1.89,2.28,2.52,2.33,-2.78,0.365,0.00166,Soluble,-2.51,0.672,0.00306,Soluble,-3.16,0.15,0.000685,Soluble,High,Yes,No,No,No,No,Yes,No,-5.95,0,0,0,0,0,0.55
1798,"Stachydrine; Proline betaine",143.18,C7H13NO2,10,0,0.86,1,2,0,41.35,40.13,-1.2,0.4,-1.41,-3.33,0.02,-1.1,-0.91,17.5,0.122,Very soluble,-0.81,22.2,0.155,Very soluble,-0.94,16.5,0.115,Soluble,Low,No,No,No,No,No,No,No,-6.89,0,2,0,0,1,0.55
1799,"Swainsonine",173.21,C8H15NO3,12,0,1,0,4,3,46.64,63.93,1.45,-1.26,-1.83,-0.83,-1.03,-0.7,-0.12,131,0.758,Very soluble,0.41,449,2.59,Highly soluble,1.22,2850,16.5,Soluble,High,No,Yes,No,No,No,No,No,-8.25,0,1,0,0,1,0.55
1884,"Amabiline; Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolidizin-7-yl)methyl ester",283.36,C15H25NO4,20,0,0.8,6,5,2,79.97,70,2.93,0.54,0.32,0.88,1.19,1.17,-1.54,8.15,0.0288,Very soluble,-1.58,7.43,0.0262,Very soluble,-0.92,33.8,0.119,Soluble,High,No,No,No,No,No,No,No,-7.65,0,0,0,0,0,0.55
1898,"Anacrotine",351.39,C18H25NO6,25,0,0.67,0,7,2,93.09,96.3,2.84,0.11,-0.22,0.63,0.57,0.79,-2.09,2.87,0.00817,Soluble,-1.69,7.21,0.0205,Very soluble,-1.18,23.2,0.0661,Soluble,High,No,Yes,No,No,No,No,No,-8.37,0,0,0,0,0,0.55
1899,"O-7-Angelylheliotridine; Rivularine",237.29,C13H19NO3,17,0,0.62,4,4,1,68.69,49.77,3.01,1.28,0.49,1.1,1.05,1.39,-1.85,3.32,0.014,Very soluble,-1.92,2.82,0.0119,Very soluble,-0.84,34.6,0.146,Soluble,High,Yes,No,No,No,No,No,No,-6.84,0,0,0,0,0,0.55
1900,"Angularine",351.39,C18H25NO6,25,0,0.67,0,7,2,93.09,96.3,2.8,0.56,-0.22,0.63,0.85,0.92,-2.37,1.49,0.00425,Soluble,-2.15,2.46,0.007,Soluble,-1.43,13.1,0.0373,Soluble,High,No,Yes,No,No,No,No,No,-8.05,0,0,0,0,0,0.55
1901,"Auriculine",559.69,C31H45NO8,40,6,0.65,11,9,4,155.54,128.92,3.56,4.45,2.14,1.74,3.41,3.06,-5.5,0.00178,3.17e-06,Moderately soluble,-6.88,7.44e-05,1.33e-07,Poorly soluble,-3.42,0.215,0.000384,Soluble,High,No,Yes,No,No,No,No,Yes,-6.55,1,3,1,0,0,0.55
1903,"Clivoline",405.44,C21H27NO7,29,0,0.52,3,8,0,108.32,99.21,3.02,2.01,0.98,1.09,2.03,1.82,-3.42,0.153,0.000378,Soluble,-3.72,0.0772,0.00019,Soluble,-2.89,0.525,0.00129,Soluble,High,No,No,No,No,No,No,No,-7.35,0,0,0,0,0,0.55
1904,"Crotanecine",171.19,C8H13NO3,12,0,0.75,1,4,3,46.16,63.93,1.15,-2.27,-2.06,-0.98,-0.97,-1.03,0.59,673,3.93,Highly soluble,1.46,4960,29,Highly soluble,1.11,2210,12.9,Soluble,Low,No,No,No,No,No,No,No,-8.96,0,1,0,0,2,0.55
1906,"Doronine; 4,8-Secosenecionan-8,11,16-trione, 15,20-dihydro-12-(acetyloxy)-20-chloro-15-hydroxy-4-methyl-",459.92,C21H30ClNO8,31,0,0.71,3,9,1,115.26,119.44,3.28,1.49,0.61,0.69,1.91,1.6,-3.43,0.17,0.00037,Soluble,-3.61,0.114,0.000248,Soluble,-3.1,0.362,0.000787,Soluble,High,No,Yes,No,No,No,No,No,-8.05,0,0,0,0,0,0.55
1913,"Echimidine; 7-Angelyl-9-echimidinylretronecine",397.46,C20H31NO7,28,0,0.7,9,8,3,106.02,116.53,2.66,0.74,-0.08,0.3,1,0.92,-2.18,2.65,0.00666,Soluble,-2.77,0.681,0.00171,Soluble,-0.6,99.8,0.251,Soluble,High,No,Yes,No,No,No,No,No,-8.2,0,0,0,0,0,0.55
1914,"Europine; 9-Lasiocarpylheliotridine",329.39,C16H27NO6,23,0,0.81,7,7,3,87.07,99.46,2.65,-0.49,-0.94,-0.48,0.12,0.17,-1.11,25.5,0.0774,Very soluble,-1.13,24.3,0.0739,Very soluble,-0.22,197,0.597,Soluble,High,No,Yes,No,No,No,No,No,-8.66,0,1,0,0,0,0.55
